Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
Hello Bom,888-889-9811,https://www.hellobom.com/,"Boca Raton, FL 33433",Distributor,"Distributor of electronic components including semiconductors, resistors, diodes, capacitors, inductors, connectors, transistors and sensors. Amplifiers, anemometers, calibrators, comparators, converters, batteries and fuses are also offered. One click matching, and quick quotation turn-around offered.",,,Not Available,Not Available  Employees,"Encoders: Digital
Encoders
Encoders: Contact
Encoders: Incremental


Encoders: Magnetic
Encoders: Rotary
Encoders: Video
Encoders: Wheeled","All Products / Services

Connectors
Inductors
Capacitors
Rectifiers and Diodes
Resistors
Accelerometers
Actuators
Adhesives
Ammeters
Amplifiers
Anemometers


Attenuators
Batteries
Blankets
Blocks
Boxes
Brackets
Bulbs
Buzzers
Calibrators
Calipers
Cameras

View all products / services offered"
Rockwell Automation,888-898-3275,https://www.rockwellautomation.com/en-us.html,"Milwaukee, WI 53204 | Locations",Manufacturer,"Manufacturer of power, control and information solutions. Products and technologies include circuit and load protection, industrial computers and operator interfaces, connection devices, drives and motors, energy monitoring, input/output modules, lighting control, motion control, networks and communications, power supplies, programmable controllers, pushbuttons and signaling devices, relays and timers, safety products, sensors and switches, signal conditioners, information solutions and services. Brands include Allen-Bradley and FactoryTalk.","We connect the imaginations of people with the potential of technology to expand what is humanly possible, making the world more intelligent, more connected and more productive. Our strategy is bringing the connected enterprise to life. We help industrial companies and their people be more productive by integrating control and information across the enterprise.

Offerings Include:

- Logix - the only control platform that performs discrete, hybrid and process applications in a single hardware and software environment

- Visualization and scalable analytics software

- Secure EtherNet/IP network infrastructure

- Safety products and systems

- Intelligent motor control products and systems

- Full range of automation systems and smart components",www.linkedin.com/company/rockwell-automation/,$250 Mil. and over,1000+  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Fiber Optic
Encoders: Heavy Duty


Encoders: Hollow Shaft
Encoders: Incremental
Encoders: Magnetic
Encoders: Multi-Turn
Encoders: Optical

View all Encoders categories","All Products / Services

Controls and Controllers
Sensors / Detectors / Transducers
Switches
Panels
Power Supplies
Contactors
Motor Controllers and Drives
Software
Curtains
Relays


Blocks
Breakers
Conditioners
Electric Wire, Cable and Cable Assemblies
Enclosures
Encoders
Network Equipment
Networks
Accelerometers
Actuators

View all products / services offered"
Celera Motion,888-358-9737,https://www.celeramotion.com/,"Bedford, MA 01730 | Locations",Custom Manufacturer,"Manufacturer of motion control solutions including optical and inductive encoders, direct drive motors, rotary and linear sensors, servo drives, transducers, air bearing spindles and direct drive stages. Shims, spacer rings, motor stators, 8 and 10 way, integral and integral axial electric cables, rotor shaft clamps and radial or axial connectors are also provided. Industries served include motion control, metrology, medical and life science equipment, semiconductor, electronic assembly, test and measurement and data storage industries. Encoders, motors, sensors, transducers, servo drives are also available in custom sizes. ISO 9001 and ISO 13485 compliant.","Solving complex engineering challenges in a global market, Celera Motion advances the field and science of motion control. Our precision motion components and integrated mechatronic systems solve application-specific challenges for technology-driven original equipment manufacturers (OEMs) around the world.

Derived from the Latin word ""celer"" for quick and swift, the name Celera reflects our commitment to delivering motion control solutions that accelerate our customers' success. Celera Motion's cohesive vision, superior technologies, and consultative team approach make us the trusted partner in solving your most challenging motion control problems.

Celera Motion offers a dynamic core of brands MicroE optical encoders, Zettlex inductive encoders, Applimotion motors and actuators, Ingenia servo drives, Westwind air bearing spindles, and mechatronic sub-system solutions. Designed using state-of-the-art technologies and offered with feature sets targeted to solve the most demanding applications, More... our product lines optimize performance.

 Our visionary approach, innovative products, and industry expertise deliver exceptional results tailored to your unique application and challenge. Discover how our dynamic motion control solutions can accelerate your innovation today. Less",www.linkedin.com/company/52645/,$50 - 99.9 Mil,200-499  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Linear
Encoders: Optical


Encoders: Rotary
Encoders: Explosion Proof
Encoders: Heavy Duty
Encoders: Hollow Shaft
Encoders: Incremental

View all Encoders categories","All Products / Services

Motors
Encoders
Sensors / Detectors / Transducers
Motor Controllers and Drives
Spindles
Actuators
Assemblies
Cartridges
Collars
Connectors


Controls and Controllers
COVID-19 Response
Drives
Electric Wire, Cable and Cable Assemblies
Engineering Services
Gearheads and Gearboxes
Laminations
Maintenance and Repair Services
Medical Components
Microelectronics

View all products / services offered"
"Velmex, Inc.",800-642-6446,https://www.velmex.com/,"Bloomfield, NY 14469",Manufacturer,"Manufacturer of standard and custom linear and rotary motion-control positioning equipment for scientific, research, machining and industrial applications. Products include manual, lead screw and electric motor driven mechanical slides, stages and actuators. Includes x-y, positioning, rotary, elevating, micrometer, pan and tilt, motorized, indexing and scanning tables. Slides include anti-friction, motorized, dovetail, electric, instrument, lead screw and linear slides. Systems include AC and DC motors and controllers, adapter plates. Machine bases and frames are available.","About Velmex, Inc.

Velmex, Inc. is a premier US manufacturer of standard and custom linear and rotary motion-control and positioning equipment for scientific, research, machining, instrumentation and industrial industries. Established in 1967, Velmex manufactures UniSlide®, BiSlide® and XSlide® manual and motor-driven assemblies; manual and motor-driven XY tables, rotary tables, elevating tables and turntables; as well as, VXM motor controls and VRO digital readouts. Velmex offers precise, modular-designed slides, stages and actuators available in a variety of configurations and a very broad range of sizes and payload capacities at reasonable cost. Velmex products are useful for precisely moving a probe, sensor, antenna, transducer, components or other objects. Common applications include light manufacturing, research, automation and prototyping. 

Velmex offers thousands of configurations in simple single-axis slides to complex multi-axis systems. Velmex slides include anti-friction, More... dovetail, electric, lead screw and linear slides. Table configurations include X-Y and -Z positioning; rotary; elevating; micrometer; pan and tilt; indexing and scanning tables. Complete systems with motors, controls, adapter plates, frames, bases, software and additional options and accessories are available. Although a myriad of standard assemblies are offered, each is built to order to match the customer's exact requirements. Velmex application engineering and R&D can be utilized to develop custom systems. Less",www.linkedin.com/company/velmex-inc-,$5 - 9.9 Mil,10-49  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Incremental
Encoders: Interface


Encoders: Linear
Encoders: Optical
Encoders: Rotary
Position Sensing Systems: Rotary","All Products / Services

Positioners
Slides
Assemblies
Controls and Controllers
Encoders
Frames


Intermediates
Motor Controllers and Drives
Motors
Plates
Readout Systems
Tables"
Mod-Tronic Instruments Limited,800-794-5883,https://www.mod-tronic.com/,"Brampton, ON L6T5G1",Distributor,"Supplier & stocking distributor of instruments for industrial, process, medical, military, aerospace, building automation, HVAC & rotating machinery applications. Products include alarm trips, analog meter relays & panel meters, bi-metal thermostats, rotating electrical connectors, multi-channel, temperature, process, power & rotary speed controllers, current sensors, transducers, switches & transformers, data acquisition recorders, pressure gauges & transmitters, electrical power measurement, flexible circuits & heaters, handheld instruments, humidity sensors, transmitters & switches, infrared temperature sensors, scanners & thermal switches, loop power supplies, magnetic pickups, manometer, mercury contactors, position transducers, resistance temperature detectors (RTDs), signal conditioners & isolators, slip rings, solid state relays, speed switches, square root extractors, tachometers, temperature indicators, temperature & process monitors, thermocouples, timers & valve positioners.","When quality and performance are as important as price... You can count on our proven brands!

This has been our company motto since 1972 and 50 years later we pride ourselves more than ever on providing our customers with quality products at competitive prices.

We are an authorized stocking distributor of 14 leading manufacturers (Absolute Process Instruments, Camille Bauer, Cecomp Electronics, Dwyer, Dynalco, Exergen, Love Controls, Mercotac, Minco, Shinko, Simpson, Veris) of industrial/commercial sensors, transducers, heaters, flex-circuits and instrumentation. We are very proud to say that the majority of the products we sell are Made in the USA.

Our sales force has over 80 years of combined experience solving our customers unique and diverse application challenges. We have earned a valued reputation in our industry for working with our customers. We take the time necessary to fully understand your application, analyze your requirements and offer you the correct products at competitive More... prices.

 We stock thousands of catalog items for same day shipment to anywhere in North America and most countries around the world. Don't see the exact product you require? Tell us what you need, most of our manufacturers offer custom built solutions to meet your exact requirements.

 Thank you for taking the time to learn more about our company. We are proud of the excellent products and service that we offer and we would appreciate the opportunity to work with you and your company. Less",www.linkedin.com/company/2854259,$1 - 4.9 Mil,1-9  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Contact
Encoders: Explosion Proof


Encoders: Fiber Optic
Encoders: Incremental
Encoders: Optical
Encoders: Programmable
Encoders: Rotary","All Products / Services

Sensors / Detectors / Transducers
Heaters
Actuators
Adapters
Alarms
Amplifiers
Automation Systems
Automotive Parts
Barriers
Calibrators


Cells
Circuits
Cold Chain Equipment
Conditioners
Connectors
Contactors
Controls and Controllers
Counters
COVID-19 Response
Data Acquisition Systems

View all products / services offered"
Everight Position Technologies Corp.,877-958-2832,https://evrtp.com,"Bala Cynwyd, PA 19004",Distributor,"Distributor of position linear and rotary sensors and encoders. Other products include controllers, resolvers, transmitters, probes, switches, transducers and meters. Features a line of mechanical configurations, electrical input and output options, and ATEX certified electronics for hazardous locations to satisfy industrial and commercial applications. Products are also customizable, if necessary, to fit the exact requirements of the application.","Everight Position is dedicated to helping customers find the best solution for their rotary, linear and tilt positioning needs. As a distributor representing six world-class companies (POSITAL, Netzer, Zettlex (Celera Motion), Positek, Gill and Opkon), we work one-on-one with customers to offer a variety of off-the-shelf and custom sensors, for projects ranging from single units to OEMs.

We are a team of engineers with an unusually deep understanding of our products and how they can work with your needs. The applications keep the job interesting and we are passionate about solving new ways to incorporate sensors into different industries and products.",www.linkedin.com/company/everight-position,$1 - 4.9 Mil,1-9  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Optical
Encoders: Rotary


Encoders: Explosion Proof
Encoders: Heavy Duty
Encoders: Hollow Shaft
Encoders: Incremental
Encoders: Interface

View all Encoders categories","All Products / Services

Encoders
Sensors / Detectors / Transducers
Positioners


Inclinometers
Measuring Equipment"
"Elinco International JPC, Inc.",203-334-7537,https://www.e-jpc.com/,"Fairfield, CT 06824",Manufacturer,"Manufacturer of thermal and motion control solutions. Thermal control products are fans, impellers, and blowers. Motion control products are brushless and permanent magnet DC, AC, and stepping motors. Also offers accessories such as motor couplings and sensors and fan trays, filters, finger guards, flange spacers, and inlet rings. Available in various features and specifications. Provides returns, exchanges, and limited warranty.","Electric Indicator Company (ELINCO) was founded in 1926 in Stamford, Connecticut to manufacture instruments and controls for electric utility companies. It entered the specialty fractional horsepower motor business around the beginning of World War II and has been designing and manufacturing high performance precision electric motors in Connecticut ever since. The company moved to Wilton Connecticut in 1962, and then to Norwalk, Connecticut in 1973, and again to Fairfield and Bridgeport Connecticut in 2000, where it currently resides. In 2000 some US motor manufacturing operations were relocated to Asia with light manufacturing and value add consolidated to Fairfield and Bridgeport.

In 1991 Elinco acquired Japanese Products Corporation. This added a large salesforce for distribution and high technology products from Nidec-Servo (formerly Japan Servo). Nidec is a $12 bil. manufacturer of Brushless DC motors worldwide.

Japanese Products Corporation was founded by an engineer from Perkin Elmer More... in 1969, and was initiated to sell the motors and fans of Japan Servo Company (now Nidec Servo) throughout North America. The company grew rapidly in the 1970's and 1980's in diverse markets including Hard Disk Drives, supplying the drive's motor. JPC continues to expand in the 1990's and 2000's in multiple industries including medical devices, lighting, automotive, telecommunications, and many others. JPC's sister company Elinco International, Inc. manufactures brushless DC motors.

 Elinco JPC has several executives and managers with extensive experience with motors and air moving products. The company has a strong sales network throughout North America, as well as working relationships throughout Asia and Europe. Elinco JPC's principle line of business is brushless DC motors and cooling fans, and value add operations of encoders, gears, gearboxes or gear systems, and standalone drivers/controllers or fully integrated motion or cooling systems.

 Elinco JPC pioneered the development of the Hysteresis Synchronous motor and was a leader in this technology. In the early 1980's, ELINCO recognized the inherent advantages of brushless D.C. motors and developed the slotless brushless D.C. motor, which gives unique performance (see Whitepaper Why ""SLOTLESS"" brushless DC motors?). This has resulted in a strong proprietary and patented position with ""slotless"" brushless D.C. motor technology. The company has produced over 6000 slotless brushless D.C. motors.

 Elinco JPC acquired the General Electric SELSYN (self-synchronous) motor line in 1993. In 1994 ELINCO JPC acquired the Inertial motor product line and relocated the line from Doylestown, Pennsylvania to the Norwalk plant. The Inertial products have extremely low inertia and accelerate to 5000 RPM in less the one millisecond. In 1994 Elinco JPC acquired a part of the Philips Airpax motor line. Less",,$10 - 24.9 Mil,10-49  Employees,"Encoders: Digital
Encoders
Encoders: Miniature


Encoders: Optical
Encoders: Rotary","All Products / Services

Blowers
Controls and Controllers
Coolers
Couplers and Couplings
COVID-19 Response
Drivers
Electric Wire, Cable and Cable Assemblies
Encoders
Fans
Filters
Gearheads and Gearboxes
Guards


Heads
Impellers
Medical Components
Motor Controllers and Drives
Motors
Rings
Sensors / Detectors / Transducers
Shafts
Standoffs and Spacers
Tier 2 Medical Mfg. Supplies, Materials, Components & Services
Trays"
Saddle Brook Controls,201-794-9588,https://www.saddlebrookcontrols.com/,"Saddle Brook, NJ 07663 | Locations",Turnkey Systems Integrator,"Design, fabrication and installation of automation solutions. Various products available include controls, enclosures, sensors, cameras, computers, scanners, readers, relays, servo drives, circuit breakers, switches, encoders, meters, monitors, motors, power supplies, software, transformers, transducers and barcode verifiers. Also a distributor of cables, brakes, gearheads, gearboxes, washers, wire ducts, wrenches, valves, timers, signs, signals, machine vision mounts, light curtains, cable ties, HMI/SCADA software and magnetic springs. Configuration, programming and field services provided for PLC, HMI, data collection software packages, motion controls, drives, vision and bar code products.",,,$5 - 9.9 Mil,10-49  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Heavy Duty
Encoders: Hollow Shaft


Encoders: Incremental
Encoders: Multi-Turn
Encoders: Programmable
Encoders: Rotary
Encoders: Shaft

View all Encoders categories","All Products / Services

Actuators
Adapters
Amplifiers
Analyzers
Automation Systems
Batteries
Bearings
Bellows
Blocks
Boxes


Brackets
Brakes
Breakers
Bushings
Cabinets
Cameras
Caps
Chillers
Clamps
Clips

View all products / services offered"
Pilz Automation Safety L.P.,734-354-0272,https://www.pilz.com/en-US,"Canton, MI 48187 | Locations",Manufacturer,"Manufacturers & offers a complete line of safe automation & control products. The line includes safety relays for automation applications, safety & general-purpose programmable logic controllers, motion control systems, lockout/tagout systems utilizing safety controls, monitoring relays, touch screen HMIs rugged enough to withstand tough manufacturing environments, emergency stop pushbuttons, safety sensors including multidirectional & fully uniquely-coded versions, two-hand enabling devices, electromechanical safety switches, light curtains & muting lamps. Certified engineers & qualified consultants are available to solve customer's safety needs by designing systems, managing projects, performing/facilitating risk assessments, performing machine/plant review, installing equipment & training personnel.","Pilz is a leading, innovative automation technology company.

As experts in the safety of human, machine and the environment, Pilz provides worldwide, customer-oriented solutions for all industries.

This includes innovative products in the area of sensor, control and drive technology.

Our international team provides professional services for Machinery Safety.",www.linkedin.com/company/1021431?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A1021431%2Cidx%3A2-1-2%2CtarId%3A1452093980819%2Ctas%3APilz%20Safety,Not Available,1000+  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Hollow Shaft
Encoders: Incremental


Encoders: Linear
Encoders: Multi-Turn
Encoders: Rotary
Encoders: Shaft","All Products / Services

Adapters
Alarms
Amplifiers
Analyzers
Automation Systems
Backplanes
Barriers
Blocks
Bolts
Busbars


Certification Services
Communication Systems
Computer and Communication Terminals
Connectors
Consulting Services
Controls and Controllers
Conveyor Parts
Conveyors
Curtains
Data Acquisition Systems

View all products / services offered"
Omron Automation Americas,800-556-6766,https://automation.omron.com/en/us/,"Hoffman Estates, IL 60169 | Locations",Manufacturer,"Manufacturer of industrial automation systems, equipment and components. Products include controllers and human machine interfaces, control and switching components, rotary, photoelectric and ultrasonic sensors, switches, motors, robots and servo and programmable safety systems. Available in various types, specifications and features. Optional software and accessories are available. Also offers product solutions for automotive, packaging, panel building and safety applications. Provides delivery services.",,,Not Available,Not Available  Employees,"Encoders: Digital
Encoders
Encoders: Absolute
Encoders: Incremental


Encoders: Miniature
Encoders: Multi-Turn
Encoders: Rotary","All Products / Services

Actuators
Adapters
Amplifiers
Antennas
Automated Guided Vehicle Systems
Automation Systems
Batteries
Blocks
Boards
Boxes
Brackets


Bumpers
Buzzers
Cable Components
Cameras
Cards
Cold Chain Equipment
Communication Systems
Computer and Communication Terminals
Computers
Connectors
Contactors

View all products / services offered"
